NAME,USERNAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH,CHANNEL
Sandra Rizk ,sandrarizkofficial,1200000.0,1.46,Lebanon,fashion and accessories moms lifestyle,361700.0,instagram
Myriam Atallah ,myriamatalla,1200000.0,0.41,Lebanon,entertainment and music fashion and accessories,359600.0,instagram
Ali Mnhosh | علي منحوش ,mnhosh,1200000.0,7.48,Lebanon,auto and vehicles,352900.0,instagram
ريم السواس ,reem.alsawas,1200000.0,2.24,Lebanon,art music,347700.0,instagram
LINE JABER- OFFICIEL 🔥 ,linejaber,1100000.0,0.86,Lebanon,animation and cosplay product showcase entertainment and music fashion and accessories,342600.0,instagram
REEM ACRA ,reemacra,1100000.0,0.07,Lebanon,fashion and accessories business and finance fashion design styling,338700.0,instagram
Nataly Nemer ,natalynemer,1100000.0,0.16,Lebanon,beauty and self care,337600.0,instagram
Wael Kfoury ,waelkfoury,1100000.0,2.44,Lebanon,entertainment and music music singer songwriting,334400.0,instagram
Sara Al Zakaria - سارة الزكريا ,sara.alzakariya,1100000.0,1.3,Lebanon,art music,333000.0,instagram
Elissar/اليسار ,elissardancer,1100000.0,1.2,Lebanon,entertainment and music fitness and health parenting celebrities,331700.0,instagram
Ziad Nakad ,ziadnakad,1100000.0,0.09,Lebanon,fashion and accessories fashion design modeling,328200.0,instagram
𝑵𝒂𝒕𝒂𝒍𝒚 𝑴𝒐𝒌𝒃𝒆𝒍 | نتالي مقبل ,natalymokbel,1100000.0,0.1,Lebanon,entertainment and music beauty and self care,318600.0,instagram
Salim Assaf ▪️ سليم عساف ,salimassaf,1100000.0,0.09,Lebanon,entertainment and music music,318300.0,instagram
sahar khalil سحر خليل ,saharkll,1100000.0,2.71,Lebanon,beauty and self care,316800.0,instagram
Ghinwa Mahmoud ,ghinwamahmoudofficial,1100000.0,0.35,Lebanon,arts and crafts celebrity modeling actors,316000.0,instagram
Rima Fakih Slaiby ,rimafakih,1100000.0,1.22,Lebanon,education upskilling entertainment and music family,315400.0,instagram
Andria Tayeh ,andria_tayeh,1000000.0,6.97,Lebanon,celebrity,314600.0,instagram
Wadih el Cheikh 🎤 وديع الشيخ ,wadihelcheikhofficial,1000000.0,1.57,Lebanon,music,314300.0,instagram
Bilal Al Arabi ,bilalalarabi,1000000.0,6.4,Lebanon,fashion modeling,314000.0,instagram
amel carla ,amelcarla,1000000.0,0.66,Lebanon,fashion and accessories celebrity actors film music books,309500.0,instagram
Nader Al Atat ,naderalatat,1000000.0,1.73,Lebanon,entertainment and music music,307200.0,instagram
Mona Abou Hamze ,monaabouhamzeofficial,1000000.0,0.1,Lebanon,entertainment and music family,306900.0,instagram
Joe Trad / جو طراد ,joetrad,1000000.0,2.45,Lebanon,acting and drama celebrity,304600.0,instagram
Karim Nour - كريم نور ,karimnourkn,1000000.0,0.64,Lebanon,entertainment and music music,303600.0,instagram
شرطة المشاهير ,shorta_almashahir,1000000.0,1.34,Lebanon,entertainment and music news politics,303500.0,instagram
Farah ,fafiabdelaziz,1000000.0,0.28,Lebanon,fashion lifestyle hair beauty celebrities,302800.0,instagram
Stéphanie Atala ستيفاني عطالله ,stephanieatalaofficial,1000000.0,10.23,Lebanon,celebrity,302200.0,instagram
LEBANESE WEDDINGS ,lebaneseweddings,124200.0,0.27,Lebanon,romance wedding,37300.0,threads
Rasha Rizk رشا رزق ,rasha_rizk,98300.0,1.15,Lebanon,entertainment music,29500.0,threads
𝐏𝐚𝐧𝐝𝐨𝐫𝐚 𝐊𝐚𝐚𝐤𝐢 ,pandorakaaki,95600.0,0.76,Lebanon,fashion accessories,28700.0,threads
Live Love Lebanon | Beirut 🇱🇧 ,livelovebeirut,60400.0,0.57,Lebanon,life society,18100.0,threads
Sandra kadri - ساندرا قدري ,sandrakadri,59700.0,0.19,Lebanon,travel,17900.0,threads
LBCI Lebanon ,lbcilebanon,52800.0,0.02,Lebanon,entertainment music news politics,15800.0,threads
Alaa Nobel /آلاء نوبل ,alaanobel,51000.0,0.63,Lebanon,fashion accessories beauty self care,15300.0,threads
Virgin Radio Lebanon ,virginradiolebanon,45200.0,0.01,Lebanon,entertainment music,13600.0,threads
Reina Khoury ,reinakhoury,39200.0,1.09,Lebanon,entertainment music,11800.0,threads
Najla Massaad نجلا مسعد ,najlamassaad,35800.0,0.39,Lebanon,beauty self care entertainment music,10700.0,threads
Mohannad Zaiter - مهند زعيتر ,mohanad.zaiteer,33900.0,1.29,Lebanon,entertainment music,10200.0,threads
Dina Hodroj Nehme ,dinahod,23300.0,0.14,Lebanon,beauty self care,7000.0,threads
SARA ANDARI // سارة ,leanology,23300.0,0.72,Lebanon,fitness health,7000.0,threads
Taha Al Assaad ,taha.asaad,21400.0,0.45,Lebanon,fitness health sports,6400.0,threads
Nicolas Rahhal ,hautecoutureglobal,21200.0,0.15,Lebanon,fashion accessories,6400.0,threads
Sabine Nahas ,sabinenahas,20000.0,0.16,Lebanon,family charity food,6000.0,threads
Annahar ,annaharnews,19700.0,0.04,Lebanon,news media,5900.0,threads
Healthylicious by Sara ,healthyliciousbysara,19700.0,0.18,Lebanon,food fitness health,5900.0,threads
Lebanon Times | ليبانون تايمز ,lebanontimes,19600.0,0.13,Lebanon,news politics,5900.0,threads
"Samantha Yammine, PhD ",science.sam,19600.0,0.69,Lebanon,education science,5900.0,threads
Elsa Zgheib إلسا زغيب ,elsazgheib,18400.0,0.24,Lebanon,acting drama,5500.0,threads
Cynthia سينتيا ,cynthiakhalifeh,17800.0,0.06,Lebanon,acting drama entertainment music,5300.0,threads
GRACE WHITE ,a_southerndrawl,17800.0,0.15,Lebanon,fashion accessories family food fitness health,5300.0,threads
Carmen Lebbos ,carmen_lebbos,17400.0,0.37,Lebanon,acting drama,5200.0,threads
Lebanon 🇱🇧 ,insta_lebanon,16900.0,0.9,Lebanon,travel,5100.0,threads
Elie Abou Najem - إيلي أبو نجم ,elieabounajem,16900.0,0.59,Lebanon,finance,5100.0,threads
Tania Sarin Araradian ,taniasarin,16300.0,0.5,Lebanon,education,4900.0,threads
Nabila Nadim Awad ,nabilaawad,15900.0,1.55,Lebanon,news entertainment music,4800.0,threads
Diala Makki ديالا مكي ,dialamakki,15700.0,0.14,Lebanon,entertainment music fashion accessories,4700.0,threads
Muhammad Baydoun - محمد بيضون | Food content creator ,coachbeasteats,15600.0,0.2,Lebanon,food travel fitness health,4700.0,threads
𝐿 𝓎 𝓃 𝓃 𝓃 ,lynnmassoud_,15600.0,2.23,Lebanon,sports,4700.0,threads
عبدالله صبرا-Abdallah Sabra ,thecouplebites,15100.0,0.25,Lebanon,food,4500.0,threads
Christina Chamoun ,christinachamoun,15000.0,0.97,Lebanon,entertainment music,4500.0,threads
beiruting.com ,beiruting,13900.0,0.08,Lebanon,entertainment music photography travel,4200.0,threads
Dr. Costi ,dr.costi,13800.0,0.12,Lebanon,beauty self care,4100.0,threads
Magida El Dhaybi ,magida__eldhaybi,13800.0,0.72,Lebanon,entertainment music,4100.0,threads
Coco & Jay Offical Page ,cocoandjayfashion,13300.0,0.03,Lebanon,fashion accessories,4000.0,threads
Dalia hammoud داليا حمود ,dodo7788,12900.0,0.04,Lebanon,acting drama,3900.0,threads
Eliane KHAWAND | اليان خوند ,eliane_khawand,12700.0,0.47,Lebanon,entertainment music,3800.0,threads
Majida El Roumi ,majidaelroumi,12500.0,0.57,Lebanon,entertainment music,3800.0,threads
Jack Sleiman ,jacksleiman,12500.0,0.19,Lebanon,entertainment music,3800.0,threads
MAGLEBANON ,maglebanon,12100.0,0.13,Lebanon,fashion accessories travel,3600.0,threads
Manal Massoud ,manal.massoud,12000.0,0.24,Lebanon,food,3600.0,threads
Roadster Diner ,roadsterdiner,11600.0,0.29,Lebanon,food,3500.0,threads
Dana Hallani ,danahallani,10700.0,1.41,Lebanon,food,3200.0,threads
Gino Raidy ,ginoraidy,10600.0,0.46,Lebanon,nature animals,3200.0,threads
Rodolphhilal ,rodolphhilal,10300.0,0.6,Lebanon,entertainment music product education,3100.0,threads
New In Beirut 🇱🇧 ,newinbeirut,10100.0,0.11,Lebanon,travel food,3000.0,threads
Elie Ayrouth ,bookofelie,9900.0,0.4,Lebanon,food,3000.0,threads
Mabelle Chedid مابيل شديد ,mabellechedid,9400.0,0.24,Lebanon,entertainment music,2800.0,threads
Dua Molla Alrayess | دعاء ملا ,dua.molla,9200.0,0.55,Lebanon,fashion accessories beauty self care,2700.0,threads
Aya Taleb | Food Vlogger ,ayaataleb,9100.0,0.3,Lebanon,food education,2700.0,threads
Dima Sadek 🌺🌺 ديما صادق ,dimasadekofficial,8700.0,0.57,Lebanon,entertainment music,2600.0,threads
Amadeus Sabra ,amadeussabra,8600.0,0.12,Lebanon,beauty self care fashion accessories photography product showcase,2600.0,threads
Ali and Sara ,theasnfamily,8600.0,0.35,Lebanon,auto and vehicles entertainment music,2600.0,threads
Perla Helou | بيرلا حلو ,perlahelou,8300.0,0.39,Lebanon,beauty self care,2500.0,threads
Rebecca Yammine Official ,rebeccayamm,7800.0,1.12,Lebanon,entertainment music arts crafts funny education,2300.0,threads
ألسي 💫ⓁⒸ ,elsie.jbeily,7600.0,0.15,Lebanon,beauty self care,2300.0,threads
Arnaoon Village ,arnaoonvillage,7400.0,0.11,Lebanon,travel romance wedding food,2200.0,threads
𝐍𝐀𝐙𝐄𝐊 𝐀𝐋-𝐇𝐄𝐋𝐖𝐄 | ™💎نازك الحلوة ,nazek_al_helweh,7300.0,0.13,Lebanon,fitness health outdoor activity sports,2200.0,threads
راغدة عماد يونس | Raghida ,raghidayouness,7200.0,0.06,Libanon,bildung,2200.0,threads
Chirine Cheaib | Pharmacist - Dietitian ,chirinecheaib,6900.0,0.22,Libanon,fitness health bildung,2100.0,threads
Ranandrim🦋 ,thehallanitwins,6900.0,0.07,Libanon,beauty self care fashion accessories,2100.0,threads
McDonald's Lebanon ,mcdonaldsleb,6800.0,0.46,Libanon,essen,2000.0,threads
Joy Tassidis ,joytassidis,6800.0,0.4,Libanon,essen reisen,2000.0,threads
Lebanese Basketball ,lebbball,6400.0,0.27,Libanon,sport,1900.0,threads
Carine Salameh Shalhoob🇱🇧 ,carinesalameh,6400.0,0.28,Libanon,entertainment music acting drama,1900.0,threads
Lebanon Houses ,lebanonhouses,6300.0,0.27,Libanon,home garden,1900.0,threads
ساندي فرح ,sandyfarahofficial,6200.0,0.28,Libanon,acting drama,1800.0,threads
Yummy Lebanon Official ,yummylebanon,6100.0,0.11,Libanon,essen,1800.0,threads
G E O R G E S ,tayyargeorges,6000.0,0.98,Libanon,bildung,1800.0,threads
Gretta Taslakian ,grettataslakian,6000.0,0.06,Libanon,fitness health familie,1800.0,threads
Lamia Abi Nader ,lamiaabinader,5900.0,0.03,Libanon,fashion accessories,1800.0,threads
MOHAMAD HADID | محمد حديد ,mohadidofficial,1600000.0,0.1,Lebanon,fashion and accessories,480000.0,tiktok
food_handcraft ,food_handcraft,984900.0,0.1,Lebanon,food,295500.0,tiktok
Najwa Karam ,najwakaram,823800.0,0.1,Lebanon,music,247100.0,tiktok
ريم السواس ,reem_alsawas,819600.0,0.2,Lebanon,entertainment and music music,245900.0,tiktok
Cars_4arab🚘 ,car._04,659200.0,0.1,Lebanon,auto and vehicles,197800.0,tiktok
Abu Luka ✨ ,abu.luka,533400.0,0.1,Lebanon,entertainment and music,160000.0,tiktok
Shroud ,UCoz3Kpu5lv-ALhR4h9bDvcw,6800000.0,0.1,Canada,video gaming,2000000.0,youtube
Peter McKinnon ,UC3DkFux8Iv-aYnTRWzwaiBA,5800000.0,0.2,Canada,photography food and drink,1700000.0,youtube
Stromedy ,UCZhUolzN9vMdkjWrnT9DQ2A,4300000.0,0.3,Canada,celebrity travel,1300000.0,youtube
Jeff Nippard ,UC68TLK0mAEzUyHx5x5k-S1Q,3200000.0,1.2,Canada,art fitness,969000.0,youtube
Orange Juice Gaming ,UC3S6nIDGJ5OtpC-mbvFA8Ew,2800000.0,0.2,Canada,video gaming,843000.0,youtube
Dr. Jordan B. Peterson ,jordan.b.peterson,565800.0,0.62,Canada,education,169700.0,threads
Crumbl Cookies ,crumblcookies,277600.0,0.28,Canada,food,83300.0,threads
Simu Liu ,simuliu,211400.0,1.08,Canada,acting drama education,63400.0,threads
rupi kaur ,rupikaur_,206100.0,0.37,Canada,entertainment music,61800.0,threads
kris.h.collins ,kriscollins,195300.0,1.71,Canada,entertainment music,58600.0,threads
Schitt's Creek ,schittscreek,149500.0,0.72,Canada,entertainment music,44900.0,threads
6ixBuzz TV 6️⃣🐝 ,6ixbuzztv,148100.0,0.25,Canada,entertainment music,44400.0,threads
Mei Pang ,meicrosoft,144100.0,1.4,Canada,beauty self care,43200.0,threads
Nabaut Etminan ,nabauti,131600.0,4.9,Canada,entertainment music,39500.0,threads
Jordan Kilganon ,jordankilganon,122700.0,0.22,Canada,sports,36800.0,threads
Brooke Lynn Hytes ,bhytes,110300.0,0.47,Canada,entertainment music fashion accessories,33100.0,threads
Lauren Riihimaki ,laurdiy,104200.0,0.6,Canada,arts crafts fashion accessories entertainment music diy life hacks,31300.0,threads
Explore Canada ,explorecanada,104000.0,0.3,Canada,travel,31200.0,threads
TSN ,tsn_official,98700.0,0.08,Canada,sports,29600.0,threads
SSENSE ,ssense,96200.0,0.25,Canada,fashion accessories arts crafts,28800.0,threads
Nick Eh 30 ,nickeh30,95700.0,1.6,Canada,games entertainment music,28700.0,threads
CarsWithoutLimits ,carswithoutlimits,94600.0,0.43,Canada,auto and vehicles,28400.0,threads
Nidhi Nagori ,nidhinagori29,94400.0,0.13,Canada,finance upskilling,28300.0,threads
𝐖𝐈𝐋𝐋 𝐏𝐀𝐑𝐅𝐈𝐓𝐓 ,will_parfitt,90900.0,0.5,Canada,entertainment music,27300.0,threads
Sadaf ,shellbeauty1,88900.0,2.21,Canada,beauty self care marketing,26700.0,threads
Jillian Harris ,jillian.harris,86300.0,0.21,Canada,beauty self care family home garden,25900.0,threads
Herb ,herb,85500.0,0.58,Canada,adult content,25600.0,threads
Narcity Canada ,narcitycanada,84000.0,0.25,Canada,travel,25200.0,threads
Kaitlyn Bristowe ,kaitlynbristowe,81800.0,0.25,Canada,romance wedding entertainment music,24500.0,threads
STPeach ,lisapeachy,80900.0,0.36,Canada,funny fashion accessories health fitness,24300.0,threads
Ariel Fitz ,arielfitz.patrick,77500.0,1.33,Canada,entertainment music,23200.0,threads
Jeff Nippard ,jeffnippard,77100.0,0.66,Canada,fitness health,23100.0,threads
Thomas Vijayan ,thomasvijayan,77000.0,0.33,Canada,nature animals travel photography,23100.0,threads
MATTY MATHESON ,mattymatheson,75800.0,1.53,Canada,food,22700.0,threads
Muna Hawwa | مُنى حوّا ,munahawwa,72100.0,0.82,Canada,fashion accessories,21600.0,threads
Michele Alves ,miaalvescz,71500.0,0.32,Canada,entertainment music,21400.0,threads
Saif Shawaf ,saifshawaf,70000.0,0.47,Canada,entertainment music,21000.0,threads
Cristine 😸😽+💅💿+🧦+🇨🇦 ,simplynailogical,68000.0,0.88,Canada,beauty self care,20400.0,threads
Khloë Terae 🇨🇦 ,khloe,67300.0,0.3,Canada,travel modeling outdoor activity animals,20200.0,threads
Motivation Success Quotes ,motivation_mondays,64200.0,0.25,Canada,education sports,19300.0,threads
Azzy 💕 ,azzyland,62100.0,0.36,Canada,gaming,18600.0,threads
EMMETT SPARLING 🌎 TRAVEL ,emmett_sparling,61700.0,0.63,Canada,photography outdoor activity travel,18500.0,threads
Sportsnet ,sportsnet,60300.0,0.44,Canada,sports,18100.0,threads
Jagmeet Singh ,jagmeetsingh,59300.0,2.36,Canada,politics,17800.0,threads
Daniel Schiffer ,daniel.schiffer,58800.0,0.33,Canada,arts crafts diy life hacks entertainment music,17600.0,threads
Grece Ghanem ,greceghanem,53400.0,0.37,Canada,fashion accessories,16000.0,threads
Melly Sanchez ,thefashionfreakk,51900.0,0.52,Canada,fashion accessories beauty self care,15600.0,threads
Yvonne Ng ,yvonnieng,50900.0,2.15,Canada,games,15300.0,threads
Chris Hau ,thechrishau,48700.0,1.55,Canada,travel tech comedy,14600.0,threads
priyanka ,thequeenpriyanka,48600.0,0.81,Canada,entertainment music,14600.0,threads
Humble The Poet ,humblethepoet,46700.0,0.2,Canada,arts crafts entertainment music,14000.0,threads
Atosa Aghakhani ,atosaaghakhani,44300.0,0.21,Canada,beauty self care,13300.0,threads
غادة حسن | Ghada Hassan ,ghadahassan25,44000.0,0.37,Canada,fashion accessories travel finance,13200.0,threads
spencer e barbosa✨🦋💕🧸 ,spencer.barbosa,41900.0,1.79,Canada,fashion accessories food,12600.0,threads
ChuBoi | EA SPORTS FC 24 #EASPORTSFC ,chuboi,39900.0,1.1,Canada,games,12000.0,threads
MTL Blog ,mtlblog,39000.0,0.21,Canada,travel food product showcase,11700.0,threads
Jeff Mack Designs ,jeffmackdesigns,38300.0,0.09,Canada,arts crafts,11500.0,threads
Jen Brett ,jenbretty,37100.0,0.6,Canada,entertainment music funny,11100.0,threads
Tanya Sam ,itstanyatime,35900.0,0.19,Canada,fitness health education fashion accessories,10800.0,threads
STRETCHIT Stretching Mobility ,stretchitapp,35700.0,0.05,Canada,fitness health outdoor activity,10700.0,threads
Nick Walker ,nickwalkerfitness,34900.0,1.03,Canada,fitness health,10500.0,threads
⠀⠀⠀⠀⠀⠀⠀⠀⠀CHELSEA GREEN ,chelseaagreen,34200.0,1.47,Canada,sports entertainment music,10300.0,threads
T A I 🇨🇦🇭🇹 ,tai_tl,33400.0,1.54,Canada,entertainment music,10000.0,threads
Ali Ramadan ,holisticali,33300.0,0.06,Canada,fitness health,10000.0,threads
Ronke S Edoho - Recipe Developer ,9jafoodie,33100.0,0.18,Canada,food education,9900.0,threads
TIFF ,tiff_net,33000.0,1.4,Canada,entertainment music,9900.0,threads
Canada Soccer ,canadasoccer,32500.0,0.36,Canada,sports,9700.0,threads
Samson The Goldendoodle (f1b) ,samsonthedood,32000.0,0.37,Canada,pets,9600.0,threads
Callum Snape ,calsnape,32000.0,0.67,Canada,travel outdoor activity photography,9600.0,threads
William Rossy ,sprouht,31700.0,0.05,Canada,education upskilling,9500.0,threads
Marc Fitt ,marc_fitt,31100.0,0.19,Canada,fitness health,9300.0,threads
Loki + Bear + Momo ,lokistagram,30800.0,1.18,Canada,animals,9200.0,threads
Chris Ramsay 🇨🇦 ,chrisramsay52,30300.0,0.58,Canada,oddly satisfying games,9100.0,threads
Mike V 🇨🇦🇬🇷 (Vancouver) ,uon.visuals,29700.0,0.49,Canada,animation cosplay entertainment music,8900.0,threads
Framar ,framar,29600.0,0.22,Canada,fashion accessories,8900.0,threads
Derek Laufman ,dereklaufman,29500.0,1.35,Canada,arts crafts entertainment music,8800.0,threads
Canadian Olympic Team ,teamcanada,29300.0,0.36,Canada,sports outdoor activity travel,8800.0,threads
Atchoumthecat ,atchoumthecat,29200.0,1.14,Canada,pets,8700.0,threads
Renata Celi ,renataaceli,29100.0,0.76,Canada,arts crafts family,8700.0,threads
Brandon Balfour ,brandonbalfourr,29100.0,0.39,Canada,entertainment music,8700.0,threads
Jacky ,kwokspots,28600.0,0.08,Canada,food photography,8600.0,threads
Not the Worst Cleaner - Brogan ,nottheworstcleaner_,27800.0,0.4,Canada,home garden diy life hacks,8300.0,threads
Indigo ,indigo,27700.0,0.22,Canada,product showcase education,8300.0,threads
Vitaliia ,vitaliia,27200.0,0.45,Canada,fashion accessories,8200.0,threads
Olivier Primeau ,olivierprimeaubc,26900.0,0.22,Canada,nature,8100.0,threads
Sal Ali ,lifeofsal,26700.0,0.53,Canada,fashion accessories romance wedding product education,8000.0,threads
Pushpek Sidhu ,pushpeksidhu_,26500.0,0.22,Canada,entertainment music,7900.0,threads
Ong Squad ,ongsquadron,26500.0,0.69,Canada,family entertainment music education,7900.0,threads
Shea Pierre | #PEPFast ,pierreseliteperformance,26100.0,0.23,Canada,fitness health,7800.0,threads
Pavel Barber ,heybarber,25400.0,0.29,Canada,sports,7600.0,threads
Smash + Tess ,smashtess,25300.0,0.24,Canada,fashion accessories,7600.0,threads
Eric Paré ,ericparephoto,25300.0,0.61,Canada,photography arts crafts entertainment music,7600.0,threads
Bombardier ,bombardier_jets,25100.0,0.39,Canada,auto and vehicles,7500.0,threads
Toronto Culture ,toronto.culture,24900.0,0.35,Canada,travel,7500.0,threads
Andrea Ference ,vagabondhearts,24700.0,0.71,Canada,outdoor activity travel,7400.0,threads
Meetii Kalher ,meetiikalher,24700.0,1.45,Canada,fitness health,7400.0,threads
It’s Jcnana 蒨蒨 ,itsjcnana,24500.0,1.31,Canada,fashion accessories technology digital creatives,7300.0,threads
Scott Bakken ,scottcbakken,24200.0,0.92,Canada,arts crafts auto and vehicles,7300.0,threads
Ryan Reynolds ,vancityreynolds,51400000.0,1.82,Canada,actors public figure,15400000.0,instagram
Nora Fatehi ,norafatehi,46300000.0,0.41,Canada,acting and drama entertainment and music celebrity music,13900000.0,instagram
Chris Bumstead ,cbum,23400000.0,3.82,Canada,fitness and health training coaching,7000000.0,instagram
Finn Wolfhard ,finnwolfhardofficial,23200000.0,2.38,Canada,entertainment and music music singer actors,7000000.0,instagram
Lilly Singh ,lilly,14000000.0,0.34,Canada,entertainment and music modeling music humor,4200000.0,instagram
Avril Lavigne ,avrillavigne,12800000.0,1.59,Canada,entertainment and music music songwriting singer,3800000.0,instagram
♔Winnie Harlow♔ ,winnieharlow,10200000.0,0.92,Canada,beauty and self care fashion and accessories parenting modeling,3100000.0,instagram
Vanessa Morgan ,vanessamorgan,8900000.0,4.94,Canada,entertainment and music romance and wedding singer actors,2700000.0,instagram
HENRY LAU 刘宪华 헨리 ,henryl89,8600000.0,1.07,Canada,entertainment and music music modeling,2600000.0,instagram
Paul Nicklen ,paulnicklen,7300000.0,0.48,Canada,nature animals,2200000.0,instagram
Céline Dion ,celinedion,6300000.0,1.32,Canada,entertainment and music lifestyle,1900000.0,instagram
frankie ,francescafarago,6200000.0,1.06,Canada,fashion and accessories modeling,1900000.0,instagram
Maitreyi Ramakrishnan ,maitreyiramakrishnan,6100000.0,8.08,Canada,entertainment and music celebrity,1800000.0,instagram
Farah Dhukai ,farahdhukai,6000000.0,9.82,Canada,beauty fashion,1800000.0,instagram
Sandra Oh ,iamsandraohinsta,5400000.0,3.31,Canada,entertainment and music,1600000.0,instagram
NAVID ZARDI ,navidzardiofficial,5100000.0,1.04,Canada,entertainment and music music,1500000.0,instagram
Anna Cathcart ,annacathcart,5100000.0,7.08,Canada,art modeling,1500000.0,instagram
BEST VACATIONS - Travel ,bestvacations,5100000.0,0.19,Canada,travel nature outdoors architecture,1500000.0,instagram
Georges St-Pierre ,georgesstpierre,4900000.0,0.18,Canada,sports mixed martial arts athlete,1500000.0,instagram
ALESSIA CARA ,alessiasmusic,4900000.0,0.6,Canada,entertainment and music singer,1500000.0,instagram
Josh Beauchamp ,joshbeauchamp,4800000.0,2.9,Canada,entertainment and music animation and cosplay,1400000.0,instagram
Nikki Benz ,nikkibenz,4700000.0,0.3,Canada,actors,1400000.0,instagram
daniel gillies ,mr.danielgillies,4700000.0,5.27,Canada,entertainment and music actors,1400000.0,instagram
Chris Jericho ,chrisjerichofozzy,4400000.0,0.06,Canada,entertainment and music mixed martial arts,1300000.0,instagram
Antoni Porowski ,antoni,4300000.0,1.52,Canada,food,1300000.0,instagram
Toronto Raptors ,raptors,4100000.0,0.13,Canada,sports,1200000.0,instagram
Justin Trudeau ,justinpjtrudeau,4100000.0,0.22,Canada,family management,1200000.0,instagram
Olivia Pierson ,oliviapierson,4100000.0,0.34,Canada,fashion and accessories modeling,1200000.0,instagram
❥ Khalid Rafiq 👑💫 ,rafiqkhalid,4100000.0,11.95,Canada,fitness fashion business and finance,1200000.0,instagram
,jessiereyez,4000000.0,1.5,Canada,entertainment and music parenting music actors,1200000.0,instagram
Caterina Scorsone ,caterinascorsone,3900000.0,3.01,Canada,actors modeling,1200000.0,instagram
Avan Jogia ,jogia,3500000.0,1.97,Canada,celebrity actors,1000000.0,instagram
Alexander Ludwig ,alexanderludwig,3400000.0,0.98,Canada,entertainment and music celebrity modeling,1000000.0,instagram
AP DHILLON ,ap.dhillxn,3400000.0,13.27,Canada,art,1000000.0,instagram
Patrick J. Adams ,halfadams,3000000.0,1.67,Canada,entertainment and music actors,895500.0,instagram
riele ,rieledowns,3000000.0,4.77,Canada,acting and drama arts and crafts celebrity modeling,890300.0,instagram
Charlie Riina ,charlieriina,2800000.0,0.13,Canada,modeling publishing,845400.0,instagram
Yolanda Gampp | Cake Artist ,yolanda_gampp,2800000.0,0.16,Canada,food arts and crafts product education parenting,844600.0,instagram
Cassandra Calin ,cassandracalin,2700000.0,3.94,Canada,arts and crafts,821600.0,instagram
Jonita Gandhi ,jonitamusic,2700000.0,3.43,Canada,singer music songwriting,808300.0,instagram
Marie Avgeropoulos 🇨🇦🧿 ,marieavgeropoulos,2700000.0,2.6,Canada,pets acting and drama lifestyle actors,800000.0,instagram
Carly Rae Jepsen ,carlyraejepsen,2700000.0,1.11,Canada,entertainment and music modeling music,797700.0,instagram
Ray Allen ,trayfour,2600000.0,0.07,Canada,entertainment and music sports parenting basketball,792300.0,instagram
Prem Dhillon ,dhillonprem,2500000.0,6.17,Canada,entertainment and music auto and vehicles music singer,755100.0,instagram
Jonathan Silver Scott ,jonathanscott,2500000.0,1.4,Canada,home and garden celebrities,754700.0,instagram
Abigaiil Morris ,abigaiil.morris,2500000.0,1.9,Canada,fashion fashion and accessories,745400.0,instagram
ALINA ,makeupbyalinna,2500000.0,0.87,Canada,beauty and self care hair beauty celebrities,743900.0,instagram
Goalcast | Motivation | Inspiration ,goal.cast,2500000.0,0.03,Canada,education upskilling entertainment and music parenting,739200.0,instagram
Genie Bouchard ,geniebouchard,2400000.0,0.55,Canada,sports,722100.0,instagram
CANADA ,canada,2400000.0,0.43,Canada,travel marketing and advertising adventure,714100.0,instagram
Gigi Gorgeous Getty ,gigigorgeous,2400000.0,0.87,Canada,celebrity modeling celebrities hair beauty,709700.0,instagram
Kyle Forgeard ,kyle,2300000.0,9.2,Canada,music entertainment,700800.0,instagram
Sarah Nicole Landry ,thebirdspapaya,2300000.0,0.45,Canada,family fitness and health beauty and self care entertainment and music,691600.0,instagram
Eckhart Tolle ,eckharttolle,2200000.0,0.42,Canada,art author,662600.0,instagram
Andrew Wiggins ,22wiggins,2200000.0,3.09,Canada,fitness,660000.0,instagram
Jim Carrey ,jimcarrey__,2200000.0,1.78,Canada,entertainment and music parenting modeling music,655300.0,instagram
Tristan Hamm ,tristanhamm,2200000.0,3.64,Canada,travel adventure mountain,652600.0,instagram
Keshia Chanté ,keshiachante,2200000.0,0.16,Canada,entertainment and music dance modeling music,647200.0,instagram
TAYLOR | CALISTHENICS & MOBILITY ,littletfitness,2100000.0,0.55,Canada,fitness and health business and finance,638700.0,instagram
Shina Nova ,shinanova,2100000.0,8.29,Canada,music,619800.0,instagram
Official IG of Veronika Black ,missveronikablack,2000000.0,0.09,Canada,beauty and self care modeling,611000.0,instagram
ＭＩＭＩ ＣＨＯＩ ,mimles,2000000.0,5.0,Canada,beauty and self care parenting,608600.0,instagram
Calum Worthy ,calumworthy,2000000.0,0.6,Canada,education moms music,601700.0,instagram
Drake Related ,drakerelated,2000000.0,3.69,Canada,entertainment and music,599000.0,instagram
Sam Yang ,samdoesarts,2000000.0,7.61,Canada,art,591700.0,instagram
Hood ,hoodclipsofficials,1900000.0,2.11,Canada,fashion and accessories funny celebrity celebrities,581300.0,instagram
Nati Perea ,abordonati,1900000.0,0.15,Canada,travel video gaming,560000.0,instagram
DAN LOK “King Of High Ticket” ,danlok,1900000.0,0.1,Canada,finance upskilling business and finance entrepreneur,556300.0,instagram
